fecha,timestamp_maximo,hora,estacion_maximo,valor_original_ppb,bit,delta_ppb,valor_recibido_ppb,banda_original,banda_recibida,cambio_banda,contingencia_real_fase1,falsa_fase1,anulada_fase1,cruce_fase2_instantaneo,anulacion_fase2_instantanea,en_test_lstm
2025-06-08,2025-06-08 13:00:00,13,FAC,131,5,32,163,2,3,1,0,1,0,0,0,False
2025-06-08,2025-06-08 13:00:00,13,FAC,131,6,64,195,2,4,1,0,1,0,0,0,False
2025-06-08,2025-06-08 13:00:00,13,FAC,131,7,128,3,2,0,1,0,0,0,0,0,False
2025-06-09,2025-06-09 14:00:00,14,PED,135,3,8,143,2,3,1,0,0,0,0,0,False
2025-06-09,2025-06-09 14:00:00,14,PED,135,4,16,151,2,3,1,0,0,0,0,0,False
2025-06-09,2025-06-09 14:00:00,14,PED,135,5,32,167,2,3,1,0,1,0,0,0,False
2025-06-09,2025-06-09 14:00:00,14,PED,135,6,64,199,2,4,1,0,1,0,0,0,False
2025-06-09,2025-06-09 14:00:00,14,PED,135,7,128,7,2,0,1,0,0,0,0,0,False
2025-06-10,2025-06-10 14:00:00,14,PED,144,3,8,152,3,3,0,0,0,0,0,0,False
2025-06-10,2025-06-10 14:00:00,14,PED,144,4,16,128,3,2,1,0,0,0,0,0,False
2025-06-10,2025-06-10 14:00:00,14,PED,144,5,32,176,3,4,1,0,1,0,0,0,False
2025-06-10,2025-06-10 14:00:00,14,PED,144,6,64,208,3,4,1,0,1,0,1,0,False
2025-06-10,2025-06-10 14:00:00,14,PED,144,7,128,16,3,0,1,0,0,0,0,0,False
2025-06-11,2025-06-11 13:00:00,13,FAC,112,3,8,120,2,2,0,0,0,0,0,0,False
2025-06-11,2025-06-11 13:00:00,13,FAC,112,4,16,96,2,2,0,0,0,0,0,0,False
2025-06-11,2025-06-11 13:00:00,13,FAC,112,5,32,80,2,1,1,0,0,0,0,0,False
2025-06-11,2025-06-11 13:00:00,13,FAC,112,6,64,48,2,0,1,0,0,0,0,0,False
2025-06-11,2025-06-11 13:00:00,13,FAC,112,7,128,240,2,4,1,0,1,0,1,0,False
2025-06-12,2025-06-12 13:00:00,13,BJU,104,3,8,96,2,2,0,0,0,0,0,0,False
2025-06-12,2025-06-12 13:00:00,13,BJU,104,4,16,120,2,2,0,0,0,0,0,0,False
2025-06-12,2025-06-12 13:00:00,13,BJU,104,5,32,72,2,1,1,0,0,0,0,0,False
2025-06-12,2025-06-12 13:00:00,13,BJU,104,6,64,40,2,0,1,0,0,0,0,0,False
2025-06-12,2025-06-12 13:00:00,13,BJU,104,7,128,232,2,4,1,0,1,0,1,0,False
2025-06-13,2025-06-13 15:00:00,15,TLA,84,3,8,92,1,2,1,0,0,0,0,0,False
2025-06-13,2025-06-13 15:00:00,15,TLA,84,4,16,68,1,1,0,0,0,0,0,0,False
2025-06-13,2025-06-13 15:00:00,15,TLA,84,5,32,116,1,2,1,0,0,0,0,0,False
2025-06-13,2025-06-13 15:00:00,15,TLA,84,6,64,20,1,0,1,0,0,0,0,0,False
2025-06-13,2025-06-13 15:00:00,15,TLA,84,7,128,212,1,4,1,0,1,0,1,0,False
2025-06-14,2025-06-14 11:00:00,11,VIF,32,3,8,40,0,0,0,0,0,0,0,0,False
2025-06-14,2025-06-14 11:00:00,11,VIF,32,4,16,48,0,0,0,0,0,0,0,0,False
2025-06-14,2025-06-14 11:00:00,11,VIF,32,5,32,0,0,0,0,0,0,0,0,0,False
2025-06-14,2025-06-14 11:00:00,11,VIF,32,6,64,96,0,2,1,0,0,0,0,0,False
2025-06-14,2025-06-14 11:00:00,11,VIF,32,7,128,160,0,3,1,0,1,0,0,0,False
2025-06-15,2025-06-15 12:00:00,12,FAC,49,3,8,57,0,0,0,0,0,0,0,0,False
2025-06-15,2025-06-15 12:00:00,12,FAC,49,4,16,33,0,0,0,0,0,0,0,0,False
2025-06-15,2025-06-15 12:00:00,12,FAC,49,5,32,17,0,0,0,0,0,0,0,0,False
2025-06-15,2025-06-15 12:00:00,12,FAC,49,6,64,113,0,2,1,0,0,0,0,0,False
2025-06-15,2025-06-15 12:00:00,12,FAC,49,7,128,177,0,4,1,0,1,0,0,0,False
2025-06-16,2025-06-16 13:00:00,13,NEZ,61,3,8,53,1,0,1,0,0,0,0,0,False
2025-06-16,2025-06-16 13:00:00,13,NEZ,61,4,16,45,1,0,1,0,0,0,0,0,False
2025-06-16,2025-06-16 13:00:00,13,NEZ,61,5,32,29,1,0,1,0,0,0,0,0,False
2025-06-16,2025-06-16 13:00:00,13,NEZ,61,6,64,125,1,2,1,0,0,0,0,0,False
2025-06-16,2025-06-16 13:00:00,13,NEZ,61,7,128,189,1,4,1,0,1,0,0,0,False
2025-06-17,2025-06-17 12:00:00,12,PED,57,3,8,49,0,0,0,0,0,0,0,0,False
2025-06-17,2025-06-17 12:00:00,12,PED,57,4,16,41,0,0,0,0,0,0,0,0,False
2025-06-17,2025-06-17 12:00:00,12,PED,57,5,32,25,0,0,0,0,0,0,0,0,False
2025-06-17,2025-06-17 12:00:00,12,PED,57,6,64,121,0,2,1,0,0,0,0,0,False
2025-06-17,2025-06-17 12:00:00,12,PED,57,7,128,185,0,4,1,0,1,0,0,0,False
2025-06-18,2025-06-18 14:00:00,14,MPA,48,3,8,56,0,0,0,0,0,0,0,0,False
2025-06-18,2025-06-18 14:00:00,14,MPA,48,4,16,32,0,0,0,0,0,0,0,0,False
2025-06-18,2025-06-18 14:00:00,14,MPA,48,5,32,16,0,0,0,0,0,0,0,0,False
2025-06-18,2025-06-18 14:00:00,14,MPA,48,6,64,112,0,2,1,0,0,0,0,0,False
2025-06-18,2025-06-18 14:00:00,14,MPA,48,7,128,176,0,4,1,0,1,0,0,0,False
2025-06-19,2025-06-19 15:00:00,15,ACO,59,3,8,51,1,0,1,0,0,0,0,0,False
2025-06-19,2025-06-19 15:00:00,15,ACO,59,4,16,43,1,0,1,0,0,0,0,0,False
2025-06-19,2025-06-19 15:00:00,15,ACO,59,5,32,27,1,0,1,0,0,0,0,0,False
2025-06-19,2025-06-19 15:00:00,15,ACO,59,6,64,123,1,2,1,0,0,0,0,0,False
2025-06-19,2025-06-19 15:00:00,15,ACO,59,7,128,187,1,4,1,0,1,0,0,0,False
2025-06-20,2025-06-20 11:00:00,11,VIF,33,3,8,41,0,0,0,0,0,0,0,0,False
2025-06-20,2025-06-20 11:00:00,11,VIF,33,4,16,49,0,0,0,0,0,0,0,0,False
2025-06-20,2025-06-20 11:00:00,11,VIF,33,5,32,1,0,0,0,0,0,0,0,0,False
2025-06-20,2025-06-20 11:00:00,11,VIF,33,6,64,97,0,2,1,0,0,0,0,0,False
2025-06-20,2025-06-20 11:00:00,11,VIF,33,7,128,161,0,3,1,0,1,0,0,0,False
2025-06-21,2025-06-21 12:00:00,12,PED,38,3,8,46,0,0,0,0,0,0,0,0,False
2025-06-21,2025-06-21 12:00:00,12,PED,38,4,16,54,0,0,0,0,0,0,0,0,False
2025-06-21,2025-06-21 12:00:00,12,PED,38,5,32,6,0,0,0,0,0,0,0,0,False
2025-06-21,2025-06-21 12:00:00,12,PED,38,6,64,102,0,2,1,0,0,0,0,0,False
2025-06-21,2025-06-21 12:00:00,12,PED,38,7,128,166,0,3,1,0,1,0,0,0,False
2025-06-22,2025-06-22 12:00:00,12,CCA,38,3,8,46,0,0,0,0,0,0,0,0,False
2025-06-22,2025-06-22 12:00:00,12,CCA,38,4,16,54,0,0,0,0,0,0,0,0,False
2025-06-22,2025-06-22 12:00:00,12,CCA,38,5,32,6,0,0,0,0,0,0,0,0,False
2025-06-22,2025-06-22 12:00:00,12,CCA,38,6,64,102,0,2,1,0,0,0,0,0,False
2025-06-22,2025-06-22 12:00:00,12,CCA,38,7,128,166,0,3,1,0,1,0,0,0,False
2025-06-23,2025-06-23 15:00:00,15,GAM,67,3,8,75,1,1,0,0,0,0,0,0,False
2025-06-23,2025-06-23 15:00:00,15,GAM,67,4,16,83,1,1,0,0,0,0,0,0,False
2025-06-23,2025-06-23 15:00:00,15,GAM,67,5,32,99,1,2,1,0,0,0,0,0,False
2025-06-23,2025-06-23 15:00:00,15,GAM,67,6,64,3,1,0,1,0,0,0,0,0,False
2025-06-23,2025-06-23 15:00:00,15,GAM,67,7,128,195,1,4,1,0,1,0,0,0,False
2025-06-24,2025-06-24 00:00:00,0,MPA,22,3,8,30,0,0,0,0,0,0,0,0,False
2025-06-24,2025-06-24 00:00:00,0,MPA,22,4,16,6,0,0,0,0,0,0,0,0,False
2025-06-24,2025-06-24 00:00:00,0,MPA,22,5,32,54,0,0,0,0,0,0,0,0,False
2025-06-24,2025-06-24 00:00:00,0,MPA,22,6,64,86,0,1,1,0,0,0,0,0,False
2025-06-24,2025-06-24 00:00:00,0,MPA,22,7,128,150,0,3,1,0,0,0,0,0,False
2025-06-25,2025-06-25 15:00:00,15,MPA,88,3,8,80,1,1,0,0,0,0,0,0,False
2025-06-25,2025-06-25 15:00:00,15,MPA,88,4,16,72,1,1,0,0,0,0,0,0,False
2025-06-25,2025-06-25 15:00:00,15,MPA,88,5,32,120,1,2,1,0,0,0,0,0,False
2025-06-25,2025-06-25 15:00:00,15,MPA,88,6,64,24,1,0,1,0,0,0,0,0,False
2025-06-25,2025-06-25 15:00:00,15,MPA,88,7,128,216,1,4,1,0,1,0,1,0,False
2025-06-26,2025-06-26 14:00:00,14,UAX,80,3,8,88,1,1,0,0,0,0,0,0,False
2025-06-26,2025-06-26 14:00:00,14,UAX,80,4,16,64,1,1,0,0,0,0,0,0,False
2025-06-26,2025-06-26 14:00:00,14,UAX,80,5,32,112,1,2,1,0,0,0,0,0,False
2025-06-26,2025-06-26 14:00:00,14,UAX,80,6,64,16,1,0,1,0,0,0,0,0,False
2025-06-26,2025-06-26 14:00:00,14,UAX,80,7,128,208,1,4,1,0,1,0,1,0,False
2025-06-27,2025-06-27 14:00:00,14,MPA,102,3,8,110,2,2,0,0,0,0,0,0,False
2025-06-27,2025-06-27 14:00:00,14,MPA,102,4,16,118,2,2,0,0,0,0,0,0,False
2025-06-27,2025-06-27 14:00:00,14,MPA,102,5,32,70,2,1,1,0,0,0,0,0,False
2025-06-27,2025-06-27 14:00:00,14,MPA,102,6,64,38,2,0,1,0,0,0,0,0,False
2025-06-27,2025-06-27 14:00:00,14,MPA,102,7,128,230,2,4,1,0,1,0,1,0,False
2025-06-28,2025-06-28 14:00:00,14,MPA,105,3,8,97,2,2,0,0,0,0,0,0,False
2025-06-28,2025-06-28 14:00:00,14,MPA,105,4,16,121,2,2,0,0,0,0,0,0,False
2025-06-28,2025-06-28 14:00:00,14,MPA,105,5,32,73,2,1,1,0,0,0,0,0,False
2025-06-28,2025-06-28 14:00:00,14,MPA,105,6,64,41,2,0,1,0,0,0,0,0,False
2025-06-28,2025-06-28 14:00:00,14,MPA,105,7,128,233,2,4,1,0,1,0,1,0,False
2025-06-29,2025-06-29 14:00:00,14,AJM,70,3,8,78,1,1,0,0,0,0,0,0,False
2025-06-29,2025-06-29 14:00:00,14,AJM,70,4,16,86,1,1,0,0,0,0,0,0,False
2025-06-29,2025-06-29 14:00:00,14,AJM,70,5,32,102,1,2,1,0,0,0,0,0,False
2025-06-29,2025-06-29 14:00:00,14,AJM,70,6,64,6,1,0,1,0,0,0,0,0,False
2025-06-29,2025-06-29 14:00:00,14,AJM,70,7,128,198,1,4,1,0,1,0,0,0,False
2025-06-30,2025-06-30 13:00:00,13,TLI,41,3,8,33,0,0,0,0,0,0,0,0,False
2025-06-30,2025-06-30 13:00:00,13,TLI,41,4,16,57,0,0,0,0,0,0,0,0,False
2025-06-30,2025-06-30 13:00:00,13,TLI,41,5,32,9,0,0,0,0,0,0,0,0,False
2025-06-30,2025-06-30 13:00:00,13,TLI,41,6,64,105,0,2,1,0,0,0,0,0,False
2025-06-30,2025-06-30 13:00:00,13,TLI,41,7,128,169,0,3,1,0,1,0,0,0,False
2025-07-01,2025-07-01 12:00:00,12,VIF,44,3,8,36,0,0,0,0,0,0,0,0,False
2025-07-01,2025-07-01 12:00:00,12,VIF,44,4,16,60,0,1,1,0,0,0,0,0,False
2025-07-01,2025-07-01 12:00:00,12,VIF,44,5,32,12,0,0,0,0,0,0,0,0,False
2025-07-01,2025-07-01 12:00:00,12,VIF,44,6,64,108,0,2,1,0,0,0,0,0,False
2025-07-01,2025-07-01 12:00:00,12,VIF,44,7,128,172,0,3,1,0,1,0,0,0,False
2025-07-02,2025-07-02 14:00:00,14,VIF,61,3,8,53,1,0,1,0,0,0,0,0,False
2025-07-02,2025-07-02 14:00:00,14,VIF,61,4,16,45,1,0,1,0,0,0,0,0,False
2025-07-02,2025-07-02 14:00:00,14,VIF,61,5,32,29,1,0,1,0,0,0,0,0,False
2025-07-02,2025-07-02 14:00:00,14,VIF,61,6,64,125,1,2,1,0,0,0,0,0,False
2025-07-02,2025-07-02 14:00:00,14,VIF,61,7,128,189,1,4,1,0,1,0,0,0,False
2025-07-03,2025-07-03 13:00:00,13,HGM,101,3,8,109,2,2,0,0,0,0,0,0,False
2025-07-03,2025-07-03 13:00:00,13,HGM,101,4,16,117,2,2,0,0,0,0,0,0,False
2025-07-03,2025-07-03 13:00:00,13,HGM,101,5,32,69,2,1,1,0,0,0,0,0,False
2025-07-03,2025-07-03 13:00:00,13,HGM,101,6,64,37,2,0,1,0,0,0,0,0,False
2025-07-03,2025-07-03 13:00:00,13,HGM,101,7,128,229,2,4,1,0,1,0,1,0,False
2025-07-04,2025-07-04 14:00:00,14,BJU,138,3,8,130,3,2,1,0,0,0,0,0,False
2025-07-04,2025-07-04 14:00:00,14,BJU,138,4,16,154,3,3,0,0,0,0,0,0,False
2025-07-04,2025-07-04 14:00:00,14,BJU,138,5,32,170,3,3,0,0,1,0,0,0,False
2025-07-04,2025-07-04 14:00:00,14,BJU,138,6,64,202,3,4,1,0,1,0,1,0,False
2025-07-04,2025-07-04 14:00:00,14,BJU,138,7,128,10,3,0,1,0,0,0,0,0,False
2025-07-05,2025-07-05 13:00:00,13,MGH,131,3,8,139,2,3,1,0,0,0,0,0,False
2025-07-05,2025-07-05 13:00:00,13,MGH,131,4,16,147,2,3,1,0,0,0,0,0,False
2025-07-05,2025-07-05 13:00:00,13,MGH,131,5,32,163,2,3,1,0,1,0,0,0,False
2025-07-05,2025-07-05 13:00:00,13,MGH,131,6,64,195,2,4,1,0,1,0,0,0,False
2025-07-05,2025-07-05 13:00:00,13,MGH,131,7,128,3,2,0,1,0,0,0,0,0,False
2025-07-06,2025-07-06 13:00:00,13,BJU,133,3,8,141,2,3,1,0,0,0,0,0,False
2025-07-06,2025-07-06 13:00:00,13,BJU,133,4,16,149,2,3,1,0,0,0,0,0,False
2025-07-06,2025-07-06 13:00:00,13,BJU,133,5,32,165,2,3,1,0,1,0,0,0,False
2025-07-06,2025-07-06 13:00:00,13,BJU,133,6,64,197,2,4,1,0,1,0,0,0,False
2025-07-06,2025-07-06 13:00:00,13,BJU,133,7,128,5,2,0,1,0,0,0,0,0,False
2025-07-07,2025-07-07 13:00:00,13,AJM,102,3,8,110,2,2,0,0,0,0,0,0,False
2025-07-07,2025-07-07 13:00:00,13,AJM,102,4,16,118,2,2,0,0,0,0,0,0,False
2025-07-07,2025-07-07 13:00:00,13,AJM,102,5,32,70,2,1,1,0,0,0,0,0,False
2025-07-07,2025-07-07 13:00:00,13,AJM,102,6,64,38,2,0,1,0,0,0,0,0,False
2025-07-07,2025-07-07 13:00:00,13,AJM,102,7,128,230,2,4,1,0,1,0,1,0,False
2025-07-08,2025-07-08 13:00:00,13,AJM,90,3,8,82,1,1,0,0,0,0,0,0,False
2025-07-08,2025-07-08 13:00:00,13,AJM,90,4,16,74,1,1,0,0,0,0,0,0,False
2025-07-08,2025-07-08 13:00:00,13,AJM,90,5,32,122,1,2,1,0,0,0,0,0,False
2025-07-08,2025-07-08 13:00:00,13,AJM,90,6,64,26,1,0,1,0,0,0,0,0,False
2025-07-08,2025-07-08 13:00:00,13,AJM,90,7,128,218,1,4,1,0,1,0,1,0,False
2025-07-09,2025-07-09 15:00:00,15,VIF,38,3,8,46,0,0,0,0,0,0,0,0,False
2025-07-09,2025-07-09 15:00:00,15,VIF,38,4,16,54,0,0,0,0,0,0,0,0,False
2025-07-09,2025-07-09 15:00:00,15,VIF,38,5,32,6,0,0,0,0,0,0,0,0,False
2025-07-09,2025-07-09 15:00:00,15,VIF,38,6,64,102,0,2,1,0,0,0,0,0,False
2025-07-09,2025-07-09 15:00:00,15,VIF,38,7,128,166,0,3,1,0,1,0,0,0,False
2025-07-10,2025-07-10 14:00:00,14,GAM,113,3,8,121,2,2,0,0,0,0,0,0,False
2025-07-10,2025-07-10 14:00:00,14,GAM,113,4,16,97,2,2,0,0,0,0,0,0,False
2025-07-10,2025-07-10 14:00:00,14,GAM,113,5,32,81,2,1,1,0,0,0,0,0,False
2025-07-10,2025-07-10 14:00:00,14,GAM,113,6,64,49,2,0,1,0,0,0,0,0,False
2025-07-10,2025-07-10 14:00:00,14,GAM,113,7,128,241,2,4,1,0,1,0,1,0,False
2025-07-11,2025-07-11 16:00:00,16,BJU,118,3,8,126,2,2,0,0,0,0,0,0,False
2025-07-11,2025-07-11 16:00:00,16,BJU,118,4,16,102,2,2,0,0,0,0,0,0,False
2025-07-11,2025-07-11 16:00:00,16,BJU,118,5,32,86,2,1,1,0,0,0,0,0,False
2025-07-11,2025-07-11 16:00:00,16,BJU,118,6,64,54,2,0,1,0,0,0,0,0,False
2025-07-11,2025-07-11 16:00:00,16,BJU,118,7,128,246,2,4,1,0,1,0,1,0,False
2025-07-12,2025-07-12 14:00:00,14,UIZ,116,3,8,124,2,2,0,0,0,0,0,0,False
2025-07-12,2025-07-12 14:00:00,14,UIZ,116,4,16,100,2,2,0,0,0,0,0,0,False
2025-07-12,2025-07-12 14:00:00,14,UIZ,116,5,32,84,2,1,1,0,0,0,0,0,False
2025-07-12,2025-07-12 14:00:00,14,UIZ,116,6,64,52,2,0,1,0,0,0,0,0,False
2025-07-12,2025-07-12 14:00:00,14,UIZ,116,7,128,244,2,4,1,0,1,0,1,0,False
2025-07-13,2025-07-13 15:00:00,15,FAC,112,3,8,120,2,2,0,0,0,0,0,0,False
2025-07-13,2025-07-13 15:00:00,15,FAC,112,4,16,96,2,2,0,0,0,0,0,0,False
2025-07-13,2025-07-13 15:00:00,15,FAC,112,5,32,80,2,1,1,0,0,0,0,0,False
2025-07-13,2025-07-13 15:00:00,15,FAC,112,6,64,48,2,0,1,0,0,0,0,0,False
2025-07-13,2025-07-13 15:00:00,15,FAC,112,7,128,240,2,4,1,0,1,0,1,0,False
2025-07-14,2025-07-14 14:00:00,14,CUT,116,3,8,124,2,2,0,0,0,0,0,0,False
2025-07-14,2025-07-14 14:00:00,14,CUT,116,4,16,100,2,2,0,0,0,0,0,0,False
2025-07-14,2025-07-14 14:00:00,14,CUT,116,5,32,84,2,1,1,0,0,0,0,0,False
2025-07-14,2025-07-14 14:00:00,14,CUT,116,6,64,52,2,0,1,0,0,0,0,0,False
2025-07-14,2025-07-14 14:00:00,14,CUT,116,7,128,244,2,4,1,0,1,0,1,0,False
2025-07-15,2025-07-15 14:00:00,14,PED,102,3,8,110,2,2,0,0,0,0,0,0,False
2025-07-15,2025-07-15 14:00:00,14,PED,102,4,16,118,2,2,0,0,0,0,0,0,False
2025-07-15,2025-07-15 14:00:00,14,PED,102,5,32,70,2,1,1,0,0,0,0,0,False
2025-07-15,2025-07-15 14:00:00,14,PED,102,6,64,38,2,0,1,0,0,0,0,0,False
2025-07-15,2025-07-15 14:00:00,14,PED,102,7,128,230,2,4,1,0,1,0,1,0,False
2025-07-16,2025-07-16 13:00:00,13,AJM,118,3,8,126,2,2,0,0,0,0,0,0,False
2025-07-16,2025-07-16 13:00:00,13,AJM,118,4,16,102,2,2,0,0,0,0,0,0,False
2025-07-16,2025-07-16 13:00:00,13,AJM,118,5,32,86,2,1,1,0,0,0,0,0,False
2025-07-16,2025-07-16 13:00:00,13,AJM,118,6,64,54,2,0,1,0,0,0,0,0,False
2025-07-16,2025-07-16 13:00:00,13,AJM,118,7,128,246,2,4,1,0,1,0,1,0,False
2025-07-17,2025-07-17 12:00:00,12,UIZ,101,3,8,109,2,2,0,0,0,0,0,0,False
2025-07-17,2025-07-17 12:00:00,12,UIZ,101,4,16,117,2,2,0,0,0,0,0,0,False
2025-07-17,2025-07-17 12:00:00,12,UIZ,101,5,32,69,2,1,1,0,0,0,0,0,False
2025-07-17,2025-07-17 12:00:00,12,UIZ,101,6,64,37,2,0,1,0,0,0,0,0,False
2025-07-17,2025-07-17 12:00:00,12,UIZ,101,7,128,229,2,4,1,0,1,0,1,0,False
2025-07-18,2025-07-18 13:00:00,13,UIZ,95,3,8,87,2,1,1,0,0,0,0,0,False
2025-07-18,2025-07-18 13:00:00,13,UIZ,95,4,16,79,2,1,1,0,0,0,0,0,False
2025-07-18,2025-07-18 13:00:00,13,UIZ,95,5,32,127,2,2,0,0,0,0,0,0,False
2025-07-18,2025-07-18 13:00:00,13,UIZ,95,6,64,31,2,0,1,0,0,0,0,0,False
2025-07-18,2025-07-18 13:00:00,13,UIZ,95,7,128,223,2,4,1,0,1,0,1,0,False
2025-07-19,2025-07-19 14:00:00,14,PED,101,3,8,109,2,2,0,0,0,0,0,0,False
2025-07-19,2025-07-19 14:00:00,14,PED,101,4,16,117,2,2,0,0,0,0,0,0,False
2025-07-19,2025-07-19 14:00:00,14,PED,101,5,32,69,2,1,1,0,0,0,0,0,False
2025-07-19,2025-07-19 14:00:00,14,PED,101,6,64,37,2,0,1,0,0,0,0,0,False
2025-07-19,2025-07-19 14:00:00,14,PED,101,7,128,229,2,4,1,0,1,0,1,0,False
2025-07-20,2025-07-20 13:00:00,13,CUT,102,3,8,110,2,2,0,0,0,0,0,0,False
2025-07-20,2025-07-20 13:00:00,13,CUT,102,4,16,118,2,2,0,0,0,0,0,0,False
2025-07-20,2025-07-20 13:00:00,13,CUT,102,5,32,70,2,1,1,0,0,0,0,0,False
2025-07-20,2025-07-20 13:00:00,13,CUT,102,6,64,38,2,0,1,0,0,0,0,0,False
2025-07-20,2025-07-20 13:00:00,13,CUT,102,7,128,230,2,4,1,0,1,0,1,0,False
2025-07-21,2025-07-21 15:00:00,15,AJM,109,3,8,101,2,2,0,0,0,0,0,0,False
2025-07-21,2025-07-21 15:00:00,15,AJM,109,4,16,125,2,2,0,0,0,0,0,0,False
2025-07-21,2025-07-21 15:00:00,15,AJM,109,5,32,77,2,1,1,0,0,0,0,0,False
2025-07-21,2025-07-21 15:00:00,15,AJM,109,6,64,45,2,0,1,0,0,0,0,0,False
2025-07-21,2025-07-21 15:00:00,15,AJM,109,7,128,237,2,4,1,0,1,0,1,0,False
2025-07-22,2025-07-22 13:00:00,13,AJM,124,3,8,116,2,2,0,0,0,0,0,0,False
2025-07-22,2025-07-22 13:00:00,13,AJM,124,4,16,108,2,2,0,0,0,0,0,0,False
2025-07-22,2025-07-22 13:00:00,13,AJM,124,5,32,92,2,2,0,0,0,0,0,0,False
2025-07-22,2025-07-22 13:00:00,13,AJM,124,6,64,60,2,1,1,0,0,0,0,0,False
2025-07-22,2025-07-22 13:00:00,13,AJM,124,7,128,252,2,4,1,0,1,0,1,0,False
2025-07-23,2025-07-23 14:00:00,14,AJM,116,3,8,124,2,2,0,0,0,0,0,0,False
2025-07-23,2025-07-23 14:00:00,14,AJM,116,4,16,100,2,2,0,0,0,0,0,0,False
2025-07-23,2025-07-23 14:00:00,14,AJM,116,5,32,84,2,1,1,0,0,0,0,0,False
2025-07-23,2025-07-23 14:00:00,14,AJM,116,6,64,52,2,0,1,0,0,0,0,0,False
2025-07-23,2025-07-23 14:00:00,14,AJM,116,7,128,244,2,4,1,0,1,0,1,0,False
2025-07-24,2025-07-24 14:00:00,14,AJM,119,3,8,127,2,2,0,0,0,0,0,0,False
2025-07-24,2025-07-24 14:00:00,14,AJM,119,4,16,103,2,2,0,0,0,0,0,0,False
2025-07-24,2025-07-24 14:00:00,14,AJM,119,5,32,87,2,1,1,0,0,0,0,0,False
2025-07-24,2025-07-24 14:00:00,14,AJM,119,6,64,55,2,0,1,0,0,0,0,0,False
2025-07-24,2025-07-24 14:00:00,14,AJM,119,7,128,247,2,4,1,0,1,0,1,0,False
2025-07-25,2025-07-25 14:00:00,14,BJU,127,3,8,119,2,2,0,0,0,0,0,0,False
2025-07-25,2025-07-25 14:00:00,14,BJU,127,4,16,111,2,2,0,0,0,0,0,0,False
2025-07-25,2025-07-25 14:00:00,14,BJU,127,5,32,95,2,2,0,0,0,0,0,0,False
2025-07-25,2025-07-25 14:00:00,14,BJU,127,6,64,63,2,1,1,0,0,0,0,0,False
2025-07-25,2025-07-25 14:00:00,14,BJU,127,7,128,255,2,4,1,0,1,0,1,0,False
2025-07-26,2025-07-26 13:00:00,13,AJM,97,3,8,105,2,2,0,0,0,0,0,0,False
2025-07-26,2025-07-26 13:00:00,13,AJM,97,4,16,113,2,2,0,0,0,0,0,0,False
2025-07-26,2025-07-26 13:00:00,13,AJM,97,5,32,65,2,1,1,0,0,0,0,0,False
2025-07-26,2025-07-26 13:00:00,13,AJM,97,6,64,33,2,0,1,0,0,0,0,0,False
2025-07-26,2025-07-26 13:00:00,13,AJM,97,7,128,225,2,4,1,0,1,0,1,0,False
2025-07-27,2025-07-27 15:00:00,15,AJM,75,3,8,67,1,1,0,0,0,0,0,0,False
2025-07-27,2025-07-27 15:00:00,15,AJM,75,4,16,91,1,2,1,0,0,0,0,0,False
2025-07-27,2025-07-27 15:00:00,15,AJM,75,5,32,107,1,2,1,0,0,0,0,0,False
2025-07-27,2025-07-27 15:00:00,15,AJM,75,6,64,11,1,0,1,0,0,0,0,0,False
2025-07-27,2025-07-27 15:00:00,15,AJM,75,7,128,203,1,4,1,0,1,0,1,0,False
2025-07-28,2025-07-28 15:00:00,15,MPA,82,3,8,90,1,1,0,0,0,0,0,0,False
2025-07-28,2025-07-28 15:00:00,15,MPA,82,4,16,66,1,1,0,0,0,0,0,0,False
2025-07-28,2025-07-28 15:00:00,15,MPA,82,5,32,114,1,2,1,0,0,0,0,0,False
2025-07-28,2025-07-28 15:00:00,15,MPA,82,6,64,18,1,0,1,0,0,0,0,0,False
2025-07-28,2025-07-28 15:00:00,15,MPA,82,7,128,210,1,4,1,0,1,0,1,0,False
2025-07-29,2025-07-29 15:00:00,15,MPA,95,3,8,87,2,1,1,0,0,0,0,0,False
2025-07-29,2025-07-29 15:00:00,15,MPA,95,4,16,79,2,1,1,0,0,0,0,0,False
2025-07-29,2025-07-29 15:00:00,15,MPA,95,5,32,127,2,2,0,0,0,0,0,0,False
2025-07-29,2025-07-29 15:00:00,15,MPA,95,6,64,31,2,0,1,0,0,0,0,0,False
2025-07-29,2025-07-29 15:00:00,15,MPA,95,7,128,223,2,4,1,0,1,0,1,0,False
2025-07-30,2025-07-30 15:00:00,15,MON,93,3,8,85,2,1,1,0,0,0,0,0,False
2025-07-30,2025-07-30 15:00:00,15,MON,93,4,16,77,2,1,1,0,0,0,0,0,False
2025-07-30,2025-07-30 15:00:00,15,MON,93,5,32,125,2,2,0,0,0,0,0,0,False
2025-07-30,2025-07-30 15:00:00,15,MON,93,6,64,29,2,0,1,0,0,0,0,0,False
2025-07-30,2025-07-30 15:00:00,15,MON,93,7,128,221,2,4,1,0,1,0,1,0,False
2025-07-31,2025-07-31 13:00:00,13,TLA,89,3,8,81,1,1,0,0,0,0,0,0,False
2025-07-31,2025-07-31 13:00:00,13,TLA,89,4,16,73,1,1,0,0,0,0,0,0,False
2025-07-31,2025-07-31 13:00:00,13,TLA,89,5,32,121,1,2,1,0,0,0,0,0,False
